date,name,transaction,minute
2020-03-02 00:44:55,Masha_Fedorova,successfull,44
2020-03-02 00:30:33,Ekaterina_Smirnova,cancelled,30
2020-03-02 00:02:05,Irina_Lesnova,successfull,2
2020-03-02 00:23:56,Vasilisa_Petrova,cancelled,23
2020-03-02 00:04:40,Ekaterina_Petrova,successfull,4
2020-03-02 00:57:31,Vasilisa_Fedorova,successfull,57
2020-03-02 01:01:00,Irina_Smirnova,successfull,1
2020-03-02 01:05:42,Julia_Petrova,successfull,5
2020-03-02 00:29:11,Olga_Petrova,successfull,29
2020-03-02 00:21:29,Julia_Smirnova,successfull,21
2020-03-02 00:37:36,Svetlana_Petrova,successfull,37
2020-03-02 01:12:09,Svetlana_Fedorova,successfull,12
2020-03-02 00:12:23,Lolita_Petrova,successfull,12
2020-03-02 00:56:00,Svetlana_Smirnova,successfull,56
2020-03-02 01:18:40,Svetlana_Lesnova,successfull,18
2020-03-02 00:29:09,Ekaterina_Smirnova,successfull,29
2020-03-02 00:38:52,Masha_Fedorova,successfull,38
2020-03-02 00:42:00,Lolita_Ozerova,successfull,42
2020-03-02 00:57:22,Svetlana_Ivanova,successfull,57
2020-03-02 01:20:59,Vasilisa_Lesnova,successfull,20
2020-03-02 00:02:20,Vasilisa_Polyanova,successfull,2
2020-03-02 01:16:10,Masha_Petrova,successfull,16
2020-03-02 00:07:07,Masha_Ivanova,successfull,7
2020-03-02 01:11:54,Ekaterina_Lesnova,successfull,11
2020-03-02 01:12:38,Svetlana_Fedorova,successfull,12
2020-03-02 00:21:17,Julia_Polyanova,successfull,21
2020-03-02 01:27:04,Lolita_Fedorova,successfull,27
2020-03-02 00:54:30,Svetlana_Smirnova,successfull,54
2020-03-02 01:19:19,Lolita_Ivanova,successfull,19
2020-03-02 00:03:23,Svetlana_Polyanova,successfull,3
2020-03-02 00:16:38,Vasilisa_Ozerova,successfull,16
2020-03-02 01:20:47,Ekaterina_Lesnova,cancelled,20
2020-03-02 01:24:53,Vasilisa_Petrova,successfull,24
2020-03-02 00:33:32,Svetlana_Petrova,cancelled,33
2020-03-02 00:51:50,Svetlana_Ivanova,successfull,51
2020-03-02 00:09:49,Lolita_Petrova,successfull,9
2020-03-02 00:46:53,Ekaterina_Lesnova,successfull,46
2020-03-02 00:33:59,Masha_Polyanova,successfull,33
2020-03-02 00:03:30,Masha_Lesnova,successfull,3
2020-03-02 00:51:10,Vasilisa_Lesnova,successfull,51
2020-03-02 01:12:44,Irina_Fedorova,successfull,12
2020-03-02 00:10:59,Irina_Ivanova,successfull,10
2020-03-02 00:17:30,Olga_Smirnova,successfull,17
2020-03-02 00:50:35,Olga_Lesnova,successfull,50
2020-03-02 00:20:36,Olga_Ivanova,successfull,20
2020-03-02 01:28:04,Svetlana_Smirnova,successfull,28
2020-03-02 01:26:48,Olga_Fedorova,cancelled,26
2020-03-02 00:02:35,Svetlana_Petrova,successfull,2
2020-03-02 00:39:36,Irina_Petrova,successfull,39
2020-03-02 01:03:21,Irina_Ozerova,successfull,3
2020-03-02 00:11:12,Masha_Polyanova,successfull,11
2020-03-02 00:11:18,Masha_Ozerova,cancelled,11
2020-03-02 00:16:39,Irina_Polyanova,successfull,16
2020-03-02 00:25:17,Julia_Ivanova,cancelled,25
2020-03-02 00:44:47,Julia_Polyanova,successfull,44
2020-03-02 00:03:49,Vasilisa_Ivanova,cancelled,3
2020-03-02 00:02:55,Olga_Lesnova,successfull,2
2020-03-02 00:46:47,Vasilisa_Smirnova,cancelled,46
2020-03-02 00:34:50,Svetlana_Lesnova,cancelled,34
2020-03-02 01:22:19,Vasilisa_Polyanova,cancelled,22
2020-03-02 00:22:57,Olga_Ozerova,successfull,22
2020-03-02 00:36:04,Vasilisa_Ivanova,successfull,36
2020-03-02 00:35:57,Svetlana_Lesnova,successfull,35
2020-03-02 00:46:20,Julia_Petrova,successfull,46
2020-03-02 01:25:02,Svetlana_Petrova,cancelled,25
2020-03-02 00:35:45,Lolita_Ivanova,successfull,35
2020-03-02 01:23:29,Masha_Fedorova,cancelled,23
2020-03-02 00:34:21,Olga_Lesnova,cancelled,34
2020-03-02 00:07:31,Ekaterina_Smirnova,cancelled,7
2020-03-02 00:04:55,Julia_Ivanova,cancelled,4
2020-03-02 00:22:04,Lolita_Fedorova,successfull,22
2020-03-02 00:17:26,Svetlana_Ivanova,successfull,17
2020-03-02 00:11:50,Olga_Smirnova,successfull,11
2020-03-02 00:53:00,Masha_Fedorova,successfull,53
2020-03-02 00:52:50,Masha_Fedorova,successfull,52
2020-03-02 01:03:47,Svetlana_Ivanova,successfull,3
2020-03-02 01:16:02,Svetlana_Smirnova,cancelled,16
2020-03-02 01:18:22,Julia_Lesnova,cancelled,18
2020-03-02 00:01:41,Julia_Petrova,successfull,1
2020-03-02 00:35:14,Svetlana_Lesnova,cancelled,35
2020-03-02 01:28:57,Lolita_Fedorova,successfull,28
2020-03-02 00:36:30,Ekaterina_Ozerova,successfull,36
2020-03-02 00:46:55,Olga_Petrova,successfull,46
2020-03-02 00:43:40,Svetlana_Ivanova,cancelled,43
2020-03-02 00:00:30,Svetlana_Polyanova,successfull,0
2020-03-02 00:17:01,Svetlana_Lesnova,successfull,17
2020-03-02 00:17:36,Olga_Smirnova,successfull,17
2020-03-02 00:59:31,Svetlana_Fedorova,successfull,59
2020-03-02 01:28:41,Irina_Fedorova,successfull,28
2020-03-02 00:31:06,Svetlana_Smirnova,successfull,31
2020-03-02 01:14:14,Olga_Smirnova,successfull,14
2020-03-02 01:03:02,Svetlana_Ozerova,successfull,3
2020-03-02 01:03:58,Lolita_Ozerova,successfull,3
2020-03-02 01:09:42,Lolita_Fedorova,successfull,9
2020-03-02 00:25:18,Olga_Fedorova,cancelled,25
2020-03-02 00:08:28,Vasilisa_Ozerova,cancelled,8
2020-03-02 00:21:47,Ekaterina_Lesnova,cancelled,21
2020-03-02 01:28:37,Vasilisa_Polyanova,successfull,28
2020-03-02 01:19:59,Julia_Petrova,successfull,19
2020-03-02 01:24:31,Masha_Polyanova,successfull,24
2020-03-02 01:05:11,Julia_Lesnova,successfull,5
2020-03-02 00:17:04,Lolita_Ivanova,successfull,17
2020-03-02 00:55:39,Svetlana_Smirnova,cancelled,55
2020-03-02 00:07:45,Julia_Fedorova,cancelled,7
2020-03-02 00:04:31,Julia_Polyanova,successfull,4
2020-03-02 01:25:51,Vasilisa_Petrova,successfull,25
2020-03-02 01:24:16,Lolita_Polyanova,successfull,24
2020-03-02 00:51:06,Olga_Fedorova,successfull,51
2020-03-02 01:24:09,Masha_Polyanova,successfull,24
2020-03-02 00:12:27,Irina_Petrova,successfull,12
2020-03-02 00:03:17,Irina_Lesnova,successfull,3
2020-03-02 00:44:21,Ekaterina_Smirnova,successfull,44
2020-03-02 00:02:46,Vasilisa_Fedorova,successfull,2
2020-03-02 00:05:04,Ekaterina_Fedorova,cancelled,5
2020-03-02 00:10:31,Masha_Lesnova,successfull,10
2020-03-02 00:20:44,Olga_Ozerova,successfull,20
2020-03-02 00:32:52,Julia_Ozerova,successfull,32
2020-03-02 00:59:45,Olga_Smirnova,successfull,59
2020-03-02 00:28:12,Masha_Ivanova,successfull,28
2020-03-02 00:42:37,Julia_Smirnova,successfull,42
2020-03-02 01:28:57,Lolita_Ozerova,cancelled,28
2020-03-02 00:24:07,Julia_Polyanova,successfull,24
2020-03-02 00:39:07,Irina_Fedorova,cancelled,39
2020-03-02 00:52:59,Julia_Fedorova,successfull,52
2020-03-02 00:12:03,Svetlana_Petrova,successfull,12
2020-03-02 00:59:33,Julia_Lesnova,successfull,59
2020-03-02 00:06:01,Lolita_Ozerova,successfull,6
2020-03-02 00:13:35,Masha_Ozerova,successfull,13
2020-03-02 00:58:44,Svetlana_Petrova,successfull,58
2020-03-02 00:29:47,Masha_Fedorova,successfull,29
2020-03-02 00:36:22,Julia_Ivanova,successfull,36
2020-03-02 00:03:13,Ekaterina_Lesnova,cancelled,3
2020-03-02 01:16:26,Masha_Fedorova,successfull,16
2020-03-02 01:21:28,Irina_Ozerova,successfull,21
2020-03-02 00:00:12,Ekaterina_Ivanova,successfull,0
2020-03-02 00:27:20,Lolita_Lesnova,cancelled,27
2020-03-02 01:26:58,Irina_Ozerova,cancelled,26
2020-03-02 00:02:34,Olga_Ivanova,cancelled,2
2020-03-02 00:57:57,Masha_Smirnova,successfull,57
2020-03-02 00:17:08,Olga_Petrova,cancelled,17
2020-03-02 00:00:38,Irina_Ozerova,cancelled,0
2020-03-02 01:22:45,Irina_Petrova,successfull,22
2020-03-02 00:08:49,Lolita_Polyanova,cancelled,8
2020-03-02 01:20:56,Julia_Petrova,cancelled,20
2020-03-02 00:36:17,Julia_Polyanova,successfull,36
2020-03-02 00:52:26,Lolita_Petrova,successfull,52
2020-03-02 01:27:21,Ekaterina_Fedorova,successfull,27
2020-03-02 00:41:15,Svetlana_Ivanova,successfull,41
2020-03-02 00:52:07,Lolita_Smirnova,successfull,52
2020-03-02 00:10:25,Masha_Ozerova,successfull,10
2020-03-02 01:21:36,Svetlana_Polyanova,cancelled,21
2020-03-02 01:15:40,Irina_Ivanova,cancelled,15
2020-03-02 00:09:12,Olga_Fedorova,successfull,9
2020-03-02 00:20:42,Ekaterina_Fedorova,successfull,20
2020-03-02 00:53:01,Svetlana_Smirnova,cancelled,53
2020-03-02 00:24:57,Irina_Ozerova,successfull,24
2020-03-02 00:52:20,Svetlana_Ivanova,successfull,52
2020-03-02 01:22:51,Vasilisa_Petrova,successfull,22
2020-03-02 00:32:17,Vasilisa_Petrova,cancelled,32
2020-03-02 01:16:07,Lolita_Smirnova,successfull,16
2020-03-02 00:11:26,Svetlana_Ivanova,successfull,11
2020-03-02 00:39:03,Vasilisa_Ivanova,cancelled,39
2020-03-02 00:18:11,Lolita_Smirnova,cancelled,18
2020-03-02 01:12:49,Vasilisa_Lesnova,successfull,12
2020-03-02 00:29:14,Svetlana_Fedorova,cancelled,29
2020-03-02 01:17:32,Ekaterina_Smirnova,successfull,17
2020-03-02 01:07:07,Olga_Ivanova,cancelled,7
2020-03-02 00:32:55,Irina_Polyanova,cancelled,32
2020-03-02 01:17:46,Vasilisa_Petrova,successfull,17
2020-03-02 00:32:43,Irina_Ivanova,successfull,32
2020-03-02 01:12:41,Olga_Lesnova,cancelled,12
2020-03-02 01:17:00,Masha_Petrova,successfull,17
2020-03-02 00:24:06,Olga_Ivanova,successfull,24
2020-03-02 00:08:22,Ekaterina_Ivanova,successfull,8
2020-03-02 00:06:54,Svetlana_Smirnova,successfull,6
2020-03-02 00:37:32,Olga_Lesnova,successfull,37
2020-03-02 00:01:41,Masha_Petrova,cancelled,1
2020-03-02 00:27:30,Olga_Ozerova,successfull,27
2020-03-02 00:53:56,Olga_Polyanova,successfull,53
2020-03-02 01:21:59,Masha_Lesnova,cancelled,21
2020-03-02 00:40:09,Vasilisa_Fedorova,cancelled,40
2020-03-02 01:06:56,Masha_Lesnova,successfull,6
2020-03-02 00:27:17,Olga_Lesnova,successfull,27
2020-03-02 00:13:05,Ekaterina_Lesnova,successfull,13
2020-03-02 01:18:18,Lolita_Smirnova,cancelled,18
2020-03-02 00:43:07,Julia_Ivanova,cancelled,43
2020-03-02 00:41:05,Irina_Polyanova,cancelled,41
2020-03-02 00:08:03,Ekaterina_Lesnova,cancelled,8
2020-03-02 00:28:55,Masha_Polyanova,successfull,28
2020-03-02 00:30:41,Lolita_Smirnova,successfull,30
2020-03-02 01:06:05,Vasilisa_Lesnova,successfull,6
2020-03-02 00:46:59,Julia_Petrova,successfull,46
2020-03-02 00:49:22,Julia_Fedorova,successfull,49
2020-03-02 00:14:56,Olga_Ivanova,successfull,14
2020-03-02 01:05:41,Svetlana_Lesnova,successfull,5
2020-03-02 00:57:30,Ekaterina_Polyanova,successfull,57
2020-03-02 00:28:21,Masha_Ivanova,cancelled,28
2020-03-02 00:12:33,Ekaterina_Petrova,cancelled,12
2020-03-02 00:36:57,Olga_Lesnova,successfull,36
2020-03-02 00:04:47,Lolita_Smirnova,successfull,4
2020-03-02 00:39:55,Vasilisa_Petrova,successfull,39
2020-03-02 00:11:51,Svetlana_Ivanova,successfull,11
2020-03-02 00:21:07,Masha_Smirnova,successfull,21
2020-03-02 00:52:20,Irina_Smirnova,successfull,52
2020-03-02 00:11:30,Irina_Smirnova,successfull,11
2020-03-02 00:44:11,Masha_Ozerova,successfull,44
2020-03-02 00:06:39,Irina_Petrova,successfull,6
2020-03-02 01:03:18,Svetlana_Smirnova,cancelled,3
2020-03-02 00:57:31,Ekaterina_Smirnova,cancelled,57
2020-03-02 01:20:47,Vasilisa_Petrova,successfull,20
2020-03-02 01:20:27,Ekaterina_Lesnova,successfull,20
2020-03-02 01:17:10,Svetlana_Ozerova,successfull,17
2020-03-02 01:19:53,Lolita_Smirnova,successfull,19
2020-03-02 01:02:48,Svetlana_Smirnova,cancelled,2
2020-03-02 00:03:09,Julia_Lesnova,successfull,3
2020-03-02 00:26:13,Svetlana_Fedorova,successfull,26
2020-03-02 00:42:01,Irina_Lesnova,successfull,42
2020-03-02 00:55:29,Vasilisa_Polyanova,cancelled,55
2020-03-02 00:35:08,Ekaterina_Fedorova,successfull,35
2020-03-02 01:12:25,Vasilisa_Ozerova,successfull,12
2020-03-02 00:31:37,Vasilisa_Lesnova,cancelled,31
2020-03-02 00:48:11,Irina_Fedorova,successfull,48
2020-03-02 00:11:32,Irina_Lesnova,successfull,11
2020-03-02 00:09:42,Olga_Lesnova,successfull,9
2020-03-02 00:32:50,Ekaterina_Petrova,cancelled,32
2020-03-02 01:15:00,Masha_Lesnova,cancelled,15
2020-03-02 01:18:55,Lolita_Petrova,successfull,18
2020-03-02 01:15:18,Svetlana_Smirnova,successfull,15
2020-03-02 01:24:31,Vasilisa_Fedorova,successfull,24
2020-03-02 01:28:58,Vasilisa_Fedorova,cancelled,28
2020-03-02 00:41:19,Olga_Ozerova,successfull,41
2020-03-02 00:23:01,Masha_Ozerova,successfull,23
2020-03-02 00:50:51,Masha_Petrova,successfull,50
2020-03-02 00:22:19,Vasilisa_Lesnova,cancelled,22
2020-03-02 00:13:45,Olga_Ozerova,cancelled,13
2020-03-02 01:01:24,Ekaterina_Smirnova,successfull,1
2020-03-02 01:27:29,Svetlana_Petrova,successfull,27
2020-03-02 00:37:16,Olga_Polyanova,successfull,37
2020-03-02 00:52:18,Ekaterina_Ozerova,successfull,52
2020-03-02 00:49:06,Masha_Polyanova,successfull,49
2020-03-02 00:43:58,Vasilisa_Lesnova,successfull,43
2020-03-02 00:32:11,Ekaterina_Petrova,cancelled,32
2020-03-02 00:24:52,Olga_Smirnova,successfull,24
2020-03-02 01:02:12,Svetlana_Lesnova,successfull,2
2020-03-02 00:41:31,Irina_Lesnova,successfull,41
2020-03-02 00:45:06,Vasilisa_Ozerova,successfull,45
2020-03-02 00:46:15,Ekaterina_Ozerova,successfull,46
2020-03-02 00:20:25,Svetlana_Fedorova,cancelled,20
2020-03-02 00:10:42,Lolita_Ozerova,successfull,10
2020-03-02 01:12:25,Vasilisa_Ivanova,successfull,12
2020-03-02 00:58:10,Irina_Fedorova,cancelled,58
2020-03-02 00:14:39,Julia_Ozerova,successfull,14
2020-03-02 01:18:45,Masha_Fedorova,successfull,18
2020-03-02 00:43:42,Olga_Fedorova,successfull,43
2020-03-02 00:34:03,Lolita_Fedorova,successfull,34
2020-03-02 00:44:52,Irina_Ozerova,successfull,44
2020-03-02 01:05:46,Olga_Fedorova,cancelled,5
2020-03-02 00:37:05,Ekaterina_Polyanova,cancelled,37
2020-03-02 01:14:05,Vasilisa_Fedorova,successfull,14
2020-03-02 00:52:16,Lolita_Petrova,successfull,52
2020-03-02 00:06:19,Svetlana_Polyanova,successfull,6
2020-03-02 00:37:50,Irina_Fedorova,successfull,37
2020-03-02 00:08:46,Masha_Ozerova,cancelled,8
2020-03-02 00:55:58,Vasilisa_Ozerova,successfull,55
2020-03-02 00:24:55,Irina_Lesnova,cancelled,24
2020-03-02 00:55:13,Ekaterina_Lesnova,successfull,55
2020-03-02 01:22:42,Svetlana_Fedorova,successfull,22
2020-03-02 00:02:02,Lolita_Fedorova,successfull,2
2020-03-02 00:11:01,Svetlana_Ivanova,cancelled,11
2020-03-02 00:33:22,Ekaterina_Ivanova,successfull,33
2020-03-02 01:17:32,Julia_Smirnova,successfull,17
2020-03-02 00:22:55,Masha_Smirnova,successfull,22
2020-03-02 00:52:49,Ekaterina_Polyanova,successfull,52
2020-03-02 01:29:05,Svetlana_Ivanova,cancelled,29
2020-03-02 01:03:49,Olga_Ivanova,successfull,3
2020-03-02 01:16:11,Ekaterina_Polyanova,successfull,16
2020-03-02 01:11:52,Svetlana_Fedorova,cancelled,11
2020-03-02 01:04:35,Vasilisa_Fedorova,cancelled,4
2020-03-02 01:00:56,Lolita_Petrova,successfull,0
2020-03-02 01:01:30,Vasilisa_Lesnova,cancelled,1
2020-03-02 01:15:36,Vasilisa_Smirnova,successfull,15
2020-03-02 00:00:23,Irina_Lesnova,successfull,0
2020-03-02 01:27:54,Ekaterina_Ivanova,cancelled,27
2020-03-02 00:27:53,Julia_Petrova,successfull,27
2020-03-02 00:04:20,Irina_Smirnova,successfull,4
2020-03-02 01:09:15,Ekaterina_Smirnova,successfull,9
2020-03-02 00:56:48,Lolita_Lesnova,successfull,56
2020-03-02 01:14:23,Julia_Petrova,successfull,14
2020-03-02 00:48:14,Lolita_Lesnova,successfull,48
2020-03-02 01:28:16,Svetlana_Fedorova,successfull,28
2020-03-02 00:50:13,Svetlana_Polyanova,successfull,50
2020-03-02 01:09:03,Julia_Petrova,successfull,9
2020-03-02 00:13:33,Julia_Polyanova,successfull,13
2020-03-02 00:33:08,Ekaterina_Petrova,successfull,33
2020-03-02 01:02:05,Ekaterina_Polyanova,cancelled,2
2020-03-02 01:17:14,Irina_Petrova,successfull,17
2020-03-02 00:52:25,Ekaterina_Fedorova,successfull,52
2020-03-02 00:36:57,Lolita_Polyanova,successfull,36
2020-03-02 00:22:12,Lolita_Ivanova,successfull,22
2020-03-02 01:01:56,Ekaterina_Fedorova,cancelled,1
2020-03-02 00:22:53,Julia_Petrova,error,22
2020-03-02 01:02:19,Irina_Ivanova,cancelled,2
2020-03-02 00:40:16,Svetlana_Fedorova,successfull,40
2020-03-02 00:20:56,Masha_Ivanova,successfull,20
2020-03-02 01:14:00,Ekaterina_Fedorova,successfull,14
2020-03-02 00:39:08,Svetlana_Petrova,successfull,39
2020-03-02 00:29:35,Julia_Fedorova,cancelled,29
2020-03-02 01:21:14,Julia_Polyanova,cancelled,21
2020-03-02 01:07:25,Irina_Lesnova,successfull,7
2020-03-02 00:20:20,Irina_Ivanova,cancelled,20
2020-03-02 01:07:35,Lolita_Polyanova,successfull,7
2020-03-02 00:03:03,Masha_Polyanova,successfull,3
2020-03-02 00:23:13,Svetlana_Fedorova,successfull,23
2020-03-02 01:03:47,Masha_Lesnova,successfull,3
2020-03-02 01:22:05,Olga_Ivanova,cancelled,22
2020-03-02 00:40:47,Olga_Ivanova,successfull,40
